doc Pairs 	hash similarity 	line similarity 	Link
input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	47.57869249394673	102	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	47.389922832501135	112	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	47.25649776844316	182	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	47.223417993973314	96	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	47.117566954153425	98	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	46.88512783579402	149	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	46.81399631675875	125	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	46.731898238747554	119	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	46.64889565879665	125	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	46.63422546634226	105	Link
input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	46.53098982423682	97	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java	46.51329978432782	118	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	46.37200736648251	115	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	46.3004993191103	99	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	46.16626311541566	119	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	46.04051565377532	147	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	45.98275079437131	104	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	45.92969472710453	86	Link
input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	45.87301587301587	161	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	45.84657285519746	99	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	45.68655643421999	120	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	45.45454545454545	108	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	45.44031311154599	115	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	45.316070068545315	122	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	45.22866402592726	130	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	45.18246258860594	178	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	45.166340508806265	121	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	44.89575844716032	128	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	44.794188861985475	100	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java	44.750499001996005	109	Link
input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	44.73929236499069	87	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	44.67312348668281	98	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	44.647201946472016	111	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	44.64414090582315	121	Link
input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	44.640551011622904	86	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	44.5925477128143	137	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	44.53630481667865	122	Link
input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	44.53369031682285	86	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	44.51170298627926	99	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	44.50681635926223	100	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	44.40854870775348	181	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	44.076341375585166	126	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	43.89629096146921	124	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	43.824270795822834	119	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	43.824270795822834	131	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	43.74550682961898	122	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java	43.61417088419172	149	Link
input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	43.53154788924194	77	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java	43.493889288281814	111	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	43.36558396682792	130	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	43.35329341317365	110	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java	43.350107836089144	113	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	43.31491712707182	106	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	43.108067877344446	141	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	42.9940119760479	110	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	42.857142857142854	124	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	42.83609576427256	114	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java	42.743607463718035	123	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	42.714328991214785	138	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	42.6948051948052	88	Link
input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	42.48679788766203	181	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	42.41443108233118	76	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	42.39806496199032	114	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	42.32954545454545	85	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	42.16329745339984	159	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java	41.926688882156924	140	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java	41.49965445749827	121	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java	41.472281126931236	137	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	41.314935064935064	91	Link
input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	41.16558741905643	76	Link
input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	40.99756690997567	89	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	40.97502014504432	85	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	40.950552088334135	173	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	40.896697970312026	128	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	40.58441558441559	85	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	40.41095890410959	86	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	40.37805198214755	137	Link
input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	39.74047039740471	80	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	39.611091105509544	103	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	39.52922077922078	87	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java	39.14996544574983	112	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	39.10936079975765	132	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	38.991053677932406	154	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	38.68613138686131	84	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	38.540299291152536	149	Link
input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	38.439153439153436	143	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	38.095238095238095	78	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	37.77910092289372	126	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	37.77910092289372	130	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	37.67195767195767	122	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	37.48677248677249	134	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	37.389202256244964	77	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/efc23af23590bd787b1ea166aae26427_4_ShiftTacToe.java	37.001784651992864	91	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	36.983842010771994	118	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	36.915748734742486	118	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	36.851851851851855	129	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	36.53439153439153	132	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	36.50408966979703	113	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	36.25304136253041	72	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	35.834990059642145	134	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	35.36766894909199	126	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	34.62339982137541	117	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	33.97920604914934	118	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	33.55736917906865	135	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	33.27922077922078	129	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	32.73553323768532	133	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	31.714171015656362	128	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	31.320926009986383	115	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	30.77916487300904	97	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	30.587522713506967	148	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	30.2027027027027	128	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	30.064754856614247	92	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	29.845904298459043	105	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	29.459588713534195	122	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	29.094154395359215	91	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	28.686543110394844	111	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	28.51086380498145	72	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	28.22774659182037	107	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	28.153338829348723	105	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	27.77027027027027	129	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	27.33108108108108	118	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	27.25598526703499	120	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	27.035175879396984	69	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	26.84931506849315	101	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	26.25	122	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	26.192121630960607	113	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	26.024442846872752	104	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	25.74487895716946	73	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	25.3998476770754	97	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	25.33783783783784	112	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	25.033783783783782	116	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	23.632734530938123	88	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	23.58108108108108	104	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	23.325262308313157	73	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	21.27578304048892	73	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	21.013513513513512	93	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java	20.38102084831057	78	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	19.93243243243243	78	Link
input/c4b2cdc1db0b075435f08732ad767688_3_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	19.6975153042852	72	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/efc23af23590bd787b1ea166aae26427_4_ShiftTacToe.java	12.611540749553837	31	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	12.429111531190927	46	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	11.643835616438356	44	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	10.94627105052125	35	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	9.871086556169429	37	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java	9.335727109515261	31	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java	9.273384183059012	34	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	9.119373776908024	35	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	8.89992360580596	38	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	8.879964301651048	30	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	8.74190564292322	32	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	8.479067302596714	21	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java	8.303393213572853	32	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	8.303378864126527	42	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	8.19140308191403	31	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	7.8983204720835225	42	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	7.708161582852432	28	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	7.635009310986964	31	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java	7.561774337600476	39	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	7.298503544237333	41	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java	6.467065868263473	43	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java	6.461232604373757	44	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	6.313010081613058	45	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java	6.270827022114511	28	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	6.131736526946108	40	Link
input/aad2526b2589667672e9ae4187de6f46_1_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	5.897546276366767	23	Link
