doc Pairs 	hash similarity 	line similarity 	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	62.98342541436464	171	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	62.95707472178061	114	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	62.914572864321606	116	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	62.89571694599628	132	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	62.85444234404537	143	Link
input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	62.851086380498145	101	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java	62.83662477558348	135	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	62.791741472172355	138	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	62.7906976744186	148	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	62.756052141527	118	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	62.63910969793323	116	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	62.61220825852783	133	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java	62.50898634076204	151	Link
input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	62.42911153119093	110	Link
input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	62.28710462287105	146	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	62.26130653266332	115	Link
input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	62.24655312246553	140	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	62.19739292364991	139	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	62.16466234967623	125	Link
input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	62.14555765595463	118	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	62.09944751381215	178	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	62.098298676748584	136	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	62.07215541165587	123	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	61.90926275992439	108	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	61.840888066605	135	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	61.804995970991136	126	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	61.804995970991136	156	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	61.79463459759482	139	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	61.76470588235294	142	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	61.70854271356784	106	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java	61.66965888689408	132	Link
input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	61.57844990548204	116	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	61.4070351758794	118	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	61.33209990749306	118	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	61.312849162011176	118	Link
input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	61.20826709062003	96	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	61.1731843575419	126	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	61.12662942271881	127	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	61.088211046990935	156	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java	61.04129263913824	133	Link
input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	61.01134215500945	130	Link
input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	60.776439089692104	129	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	60.73080481036078	115	Link
input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	60.396975425330815	112	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	60.2803738317757	145	Link
input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	60.24096385542169	133	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	60.224538893344025	161	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	60.151717983043284	130	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	60.122230710466006	143	Link
input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	60.05770816158285	141	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	60.0	108	Link
input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	59.91620111731844	110	Link
input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	59.87946620749032	124	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	59.816653934300994	146	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	59.80573543015726	126	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	59.75032285837279	125	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	59.74874371859296	101	Link
input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	59.73534971644612	107	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	59.72998137802607	129	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	59.7244303126656	100	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	59.705488621151275	131	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	59.654757125652345	152	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java	59.64991023339318	133	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	59.56544780074192	101	Link
input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	59.48345439870864	144	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	59.48196114708603	130	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	59.468170829975826	135	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	59.35727788279773	118	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java	59.321357285429144	155	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	59.26443202979516	119	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	59.19597989949749	113	Link
input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	59.1581868640148	116	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	59.12408759124087	154	Link
input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	59.06567992599445	109	Link
input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	59.03954802259887	149	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	59.031657355679705	121	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	59.031657355679705	118	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	59.01942645698428	113	Link
input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	59.01851054670684	117	Link
input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	58.90227576974565	120	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	58.88468809073724	120	Link
input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	58.87812752219532	147	Link
input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java - input/0964204626f438ed88b73ae132775100_1_ShiftTacToe.java	58.87652358240594	100	Link
input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	58.872810357958876	150	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	58.84022708840227	145	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	58.797417271993545	143	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	58.788159111933396	118	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	58.723784024988845	120	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	58.71717606543263	125	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	58.707360861759426	130	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	58.45888936719759	126	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	58.35351089588378	134	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	58.34170854271357	99	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	58.24120603015076	119	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	58.231954582319545	143	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	58.08383233532934	153	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	58.0812854442344	120	Link
input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	58.071459319845026	119	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	58.037922506183016	130	Link
input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	58.028411536805855	130	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	57.996953541508	131	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java	57.98922800718133	116	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	57.965194109772426	126	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	57.95548227535037	135	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	57.94809407948094	133	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	57.92057117358322	133	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	57.91426215993405	130	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	57.909343200740054	131	Link
input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java - input/f30a5a1528a487715faed9b7ced01fb8_2_ShiftTacToe.java	57.88944723618091	139	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	57.78670236501562	129	Link
input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java - input/c7bd14fa1c4be4241a301f544e262b4a_1_ShiftTacToe.java	57.688442211055275	104	Link
input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	57.68402927249247	118	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	57.59793370641412	120	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	57.573385518590996	156	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	57.48695303091128	159	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java	57.4585635359116	146	Link
input/68d2daa76f2876751f43968f43ef0099_2_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	57.4487895716946	115	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	57.429718875502004	125	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	57.429718875502004	118	Link
input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	57.35430157261795	119	Link
input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	57.295850066934406	118	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	57.21050365906156	127	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	57.206604194556	127	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	57.17230008244023	133	Link
input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	57.17230008244023	138	Link
input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java - input/9b6914294498cfa098110141fe202d20_4_ShiftTacToe.java	57.142857142857146	136	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	57.13712910986367	133	Link
input/f6e6830a867e10ae5b243957ebc8f960_2_ShiftTacToe.java - input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java	57.13644524236984	126	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	57.08136030994404	127	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	56.984273820536544	127	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/62a5c4ade835649c72674e382f12c330_2_ShiftTacToe.java	56.94706994328922	118	Link
input/61f0f60851037ee6f626120b690c5f03_1_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	56.93664795509222	115	Link
input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	56.77837014470678	148	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java	56.67765869744435	136	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/339ccebacc2434df9b5905d71ab9aca1_14_ShiftTacToe.java	56.51769087523277	134	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	56.47869134739561	122	Link
input/96d1682f2b6c81d812b312804c6d1906_3_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	56.43564356435643	133	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/e4e9eec9f010822395614a2efcea7657_18_ShiftTacToe.java	56.41233766233766	131	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	56.40713706407137	137	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	56.39259578131726	120	Link
input/730d7f11e42aebf5d9271673ed7e3af6_4_ShiftTacToe.java - input/948b099ede09005b839a065e69c92724_5_ShiftTacToe.java	56.32854578096948	136	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java	56.32093933463796	152	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	56.285482562854824	131	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	56.26952253458278	120	Link
input/426f847f3fd6374bb79d168bc1837824_6_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	56.20941558441559	130	Link
input/3feeecacf7ece64a3d68315f4047e69c_8_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	56.151711378353376	114	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	55.961070559610704	131	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	55.932203389830505	131	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	55.798864557988644	130	Link
input/2f6b47a952b77825e95a124e7b2733cd_19_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	55.721192586623694	123	Link
input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	55.65356856455493	124	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	55.61347233360064	140	Link
input/58d9c46cbc37ce02822aa320c8d448c9_1_ShiftTacToe.java - input/9a3d8ae7a2b4dde2c820343622f57228_6_ShiftTacToe.java	55.60017849174476	123	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	55.52865213882163	141	Link
input/671876dc67820e32d22c7beae566db0d_1_ShiftTacToe.java - input/f5570c008d4ea2c45bfcb77778d6c755_1_ShiftTacToe.java	55.519871537535124	144	Link
input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java - input/06984fed6eee7049dd84f5f9caaf019e_1_ShiftTacToe.java	55.49902152641879	142	Link
input/a96058ad215dfc065010765cf1da256c_9_ShiftTacToe.java - input/fad06c12ac6ec9fdcf690d1b20ce4f1c_4_ShiftTacToe.java	55.49318364073777	131	Link
input/4622264bcfb32221de1be4d360e00464_1_ShiftTacToe.java - input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java	55.488592337494616	113	Link
input/f2ce9448bbd396a31167a703b429dcba_2_ShiftTacToe.java - input/9db397d35f4791bdc1e91669e7476707_6_ShiftTacToe.java	55.39983511953834	131	Link
input/eada16d94f898924e69e5d7b25f42a7e_3_ShiftTacToe.java - input/589cf3a984b500c2634e8e0623cec5ed_4_ShiftTacToe.java	55.367231638418076	135	Link
input/621c313bdb694cdcf20423d945aca818_4_ShiftTacToe.java - input/0b60c7fcd21b6202476ddb020f6ef5e1_3_ShiftTacToe.java	55.342465753424655	140	Link
input/f7a882ba9262e489830a52a5b5b421f7_2_ShiftTacToe.java - input/474841454631ad234c97b25ae79f5004_7_ShiftTacToe.java	55.285451197053405	172	Link
input/68422524eacdc14483ccfabbd4e55252_7_ShiftTacToe.java - input/8e0adf9a436b68df09494829a83f6931_2_ShiftTacToe.java	55.27289546716004	105	Link
